FAC_TYPE,VERS_DATE,SERIAL_NO,NAME,LATITUDE,LONGITUDE,SITE_CLASS,WILDERNESS,DIS_ACCESS,ACCESS_DSC,FEE,COMMENTS,MAINT_BY,LABEL,ACT_CODE,FAC_CODE,PUBLISHED,CLOS_STAT,CLOS_DESC,CLOS_START,CLOS_OPEN,CLOS_REAS,DAY_ACTIVITIES,OVERNIGHT,CAMPING,CAMPING_C,CAMPING_R,CAMPERVANG,CAMPERVANC,CAMPERVANT,CAMPVANR,TB_VISITOR,TBVA_C,TBVA_R,HERITAGE,HERITAGE_C,HERITAGE_R,FISHING,FISHING_C,FISHING_R,FOSSICKING,FOSSICK_C,FOSSICK_R,HANG_GLIDE,HANG_GLD_C,HANG_GLD_R,HORSE_RIDE,HORSERIDEC,HORSERIDER,PADDLING,PADDLING_C,PADDLING_R,PICNICING,PICNIC_C,PICNICINGR,REDUCE_NA,REDUCE_C,REDUCE_R,ROCKCLIMB,ROCKCLMB_C,ROCKCLIMBR,TREE_VIEW,TREEVIEW_C,TREEVIEW_R,WALKINGDOG,WALKDOG_C,WALKDOG_R,WILDLIFE,WILDLIFE_C,WILDLIFE_R,PCT_AFRAME,PCT_PEDEST,PCT_OTHER,BBQ_ELEC,BBQ_PIT,BBQ_GAS,BBQ_WOOD,IS_PART_OF,PHOTO_ID_1,PHOTO_ID_2,PHOTO_ID_3,SDE_DATE,Y_COORD,X_COORD,ALTER_DATE,ENTITY_ID,UFI
REC SITES,25/9/21,8375,Parkers Flat,-37.1203153,145.9240797,BASIC,,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 20Km an",,Situated on the shores of Lake Eildon this area used to be utilised to produce pine plantations before being revegetated back to native forest. Large Eucalypt trees offer much needed shade in the warmer months. This site has easy access to the lake and s,MANSFIELD,Parkers Flat,WCUP,Y,Y,,,,,,Fishing Allowed,Camping and Campervan,Y,"A large campsite beside the shores of Lake Eildon, with large grassy campgrounds. This area is perfect for large groups and those interested in kayaking and other water sports with easy access to the waters edge.",1,Y,"This site can be accessed by small caravans and camper trailers, although be aware that you may have to travel long distances on dirt roads.",,2,,,0,,,0,Y,"This is a popular area for trolling for trout with deep divers and casting spinnerbaits. Or why not take the tinny out and try your luck at catching a Murray Cod by trolling in the deeper waters. 
Please be aware that if fishing you will need to hold a",3,,,0,,,0,,,0,Y,Canoeing and kayaking are very popular in Lake Eildon and you can see why once youre out on the water yourself. The vast expanse of the lake and the offshoots and tributaries can easily be explored by paddling around the lake. You will be able to see wat,4,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,121604,121605,121606,25/9/21,-37.1203153,145.9240797,,,1135870-20200722
REC SITES,25/9/21,8381,The Island,-37.12490286,145.9106031,BASIC,,PARTIAL,Located 14 kilometres into the Delatite Arm Reserve along Walshs Road. 2WD dirt road.,,"This area was first utilised for producing pine plantations, after most of the pine plantations had been removed revegetation work began and you can see this surrounding you. With mature Eucalypt species offering much needed shade in the warmer months th",MANSFIELD,The Island,WCUP,Y,Y,,,,,,Fishing and BBQ,Camping and Campervan,Y,"Camp under the mature Eucalypt trees that surround you. With lots of shade available this site is perfect for hot summer days, enjoy the water lapping at the shore and the boats flying by in the water. Wentworth is a large campsite that is flat so perfec",2,Y,"This site can be accessed by caravans and camper trailers, although be aware that you may have to travel long distances on dirt roads.",,3,,,0,,,0,Y,"Excellent shores for trolling and lure casting for native fish, why not try your luck at catching a Murray cod by taking your tinny out and trolling in the deeper waters. Please be aware that if fishing you will need to hold a current Victorian Fishing L",4,,,0,,,0,,,0,Y,Canoeing and kayaking are very popular in Lake Eildon and you can see why once youre out on the water yourself. The vast expanse of the lake and the offshoots and tributaries can easily be explored by paddling around the lake. You will be able to see wat,5,,,0,,,0,,,0,,,0,,,0,,,0,,,,,1,,,,121550,121551,121552,25/9/21,-37.12490286,145.9106031,,,1135866-20210607
REC SITES,25/9/21,8403,Forest Camp,-37.16120309,146.0808159,BASIC,,NONE,"From Goughs Bay head Southeast and turn left on Piries-Goughs Bay Road follow this road for 1 km and you will find this site on the left. 
This site is accessible via sealed roads.",,"This site is full of history with parts of the original workers camp retained within the site. Located next to the Delatite River it is a scenic spot to stop on your travels throughout the area, with wide expansive areas to stretch your legs. You could a",MANSFIELD,Forest Camp,E,Y,Y,,,,,,None Allowed,None,,,0,,,,0,,,0,Y,The Delatite camp was establish in the 1940s and was utilised to house 30 project workers for the State Electricity Commission (SEC). Many of these workers were post war immigrants used to assist in the building and development of the high voltage transm,4,,,0,,,0,,,0,,,0,,,0,Y,Take the chance to unwind after a long day trip and stop into this picnic area on your trip through the area. The area is wide and expansive giving you space to spread out and stretch your legs.,2,,,0,,,0,,,0,,,0,,,0,1,,,,,,,,122558,122559,122560,25/9/21,-37.16120309,146.0808159,,,1135864-20210712
REC SITES,25/9/21,8211,Long Gully,-37.14861214,145.9870496,BASIC,,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 9.5Km a",,"This site is located close to Goughs bay and can therefore be busy during peak season. You can enjoy connecting back to nature at this site with native species surrounding you and offering shade in the warmer months. 
This is a central spot for several",MANSFIELD,Long Gully,WCUP,Y,Y,,,,,,Fishing and BBQ,Camping and Campervan,Y,"This area is in one of lake Eildons many small inlets, offering a sheltered campsite with plenty of much needed shade during the warmer months.",1,Y,"This site can be accessed by caravans and camper trailers, although be aware that you may have to travel long distances on dirt roads.",,5,,,0,,,0,Y,"This is an excellent spot to conduct offshore trolling during Spring and early Summer. This spot is a good challenge for any good fisherman, try your luck from the shore or from your boat.
Please be aware that if fishing you will need to hold a current",3,,,0,,,0,,,0,Y,Canoeing and kayaking are very popular in Lake Eildon and you can see why once youre out on the water yourself. The vast expanse of the lake and the offshoots and tributaries can easily be explored by paddling around the lake. You will be able to see wat,4,,,0,,,0,,,0,,,0,,,0,,,0,,,,,1,,,,121574,121575,121576,25/9/21,-37.14861214,145.9870496,,,1135852-20210607
REC SITES,25/9/21,8222,Birnam Station,-38.459711,143.597099,BASIC,,NONE,"Birnam Station is located just off Colac-Lavers Hill Road, approximately 15km south of Colac.  Turn left onto Cashins Road and find the site about 1km along.",,"Birnam Station is a shady and peaceful spot to enjoy a picnic while listening to a chorus of birdsong echo around the towering eucalypts of the Otway Forest Park.  It is also the starting point for a very pleasant short fern walk. 

Birnam Station's hi",GELLIBRAND,Birnam Station,,,Y,,,,,,None Allowed,None,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"Birnam Station has picnic tables and car parking, and provides a relaxing shady site for day trippers.",2,,,0,,,0,,,0,,,0,,,0,1,,,,,,,,120551,120552,120553,25/9/21,-38.459711,143.597099,,,1135771-20210310
REC SITES,25/9/21,8233,Loves Creek,-38.47878,143.582821,BASIC,,NONE,"Loves Creek is easily accessed.  The site is off Colac-Lavers Hill Road, approximately 18km south of Colac and 6km north of Birregurra.",,The spacious picnic area at Loves Creek is a nice spot to stop for lunch with multiple picnic tables and a nearby walk for a stroll through the fernery.,GELLIBRAND,Loves Creek,,,Y,,,,,,None Allowed,None,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,The spacious picnic area at Loves Creek is a nice spot to stop for lunch with multiple picnic areas and a nearby walk for a stroll through the fernery.,3,,,0,,,0,,,0,,,0,,,0,1,,1,,,,,,120587,120588,120589,25/9/21,-38.47878,143.582821,,,1135772-20201021
REC SITES,25/9/21,8313,Dandos,-38.553399,143.618896,BASIC,,NONE,"Heading south out of Gellibrand, turn left onto Gellibrand East Road (you will see a signpost for Dandos Campground).  Follow this road, which becomes Lardners Track, for approximately 12km then turn left at Sayers Vista.  After 200m turn left at the sig",,"Dandos is situated on a tranquil bend of the Gellibrand River on a north facing, spacious flat. The site has day-visitor and camping areas, with picnic tables, fire places with barbeque plates, toilets and a large open grassy area where kids can play.  ",GELLIBRAND,Dandos,WC,Y,Y,,,,,,BBQ Facilities,Camping and Campervan,Y,"Dandos has about 20 campsites located under a light canopy of eucalypt trees. The site has toilets, picnic tables and fireplaces with barbeque plates. Water is available from the Gellibrand River, however it is advisable to boil this water before drinkin",1,Y,Sites are large enough for most campervans/ trailers.,CAMPER TRAILER,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"Dandos picnic area is in between the camping areas, situated adjacent to the Gellibrand River. There are picnic tables, fireplaces with iron plates for barbequing and toilets.",2,,,0,,,0,,,0,,,0,,,0,1,1,,,1,,,,120560,120561,120562,25/9/21,-38.553399,143.618896,,,1135774-20201021
REC SITES,25/9/21,50011,The Boys Camping Area,-37.32041,145.86048,BASIC,,NONE,"From the Maroondah Highway at Taggerty, turn right onto the Taggerty-Thornton Rd and right again onto Rubicon Rd. The Boys is approximately 6.5 km along Rubicon Rd. The
camping areas are accessible by 2WD. Kendalls and Tin
Hut are closed from the Thurs",,"A popular camping area, The Boys is set within a tranquil setting in the foothills of the Rubicon Valley.  Surrounded by tall trees and the picturesque Rubicon River, The Boys was the location of a single mens camp after WW1. The Boys is a great base to",ALEXANDRA,The Boys Camping Area,WC,Y,Y,,,,,,None Allowed,Camping and Campervan,Y,"A popular camping area, The Boys is set within a tranquil setting in the foothills of the Rubicon Valley.  Surrounded by tall trees and the picturesque Rubicon River, The Boys was the location of a single mens camp after WW1. The Boys is a great base to",2,Y,The area has large open areas suitable for small caravans.,CAMPER TRAILER,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,121976,121977,121978,25/9/21,-37.32041,145.86048,,,1218742-20201021
REC SITES,25/9/21,50303,Two Hill,-37.44797502,145.4798199,BASIC,,NONE,From Melbourne - Head up the Melba Hwy past Glenburn.   Two Hills road is approximately 3km past Glenburn on your right.  Venture down this Shire road until you arrive at the Toolangi State Forest sign and the trail bike/camping area is 300m on your righ,,,TOOLANGI MAIN RD,Two Hill,WCV,UY,Y,,,,,,None Allowed,Camping and Campervan,Y,Two Hills is a multipurpose area with three separate sites for trailbike drop off and basic camping.  So whether you are visiting for a days trek or staying overnight these sites are conveniently located at the end of Two Hills road in the Toolangi State,2,Y,,SMALL CARAVAN,3,TRAIL BIKE VISITOR AREA,"A short drive from the Melba Hwy this is trailbike drop off area provides large sites to turn a trailer and park before the days ride.  Forest tracks lead off in all directions providing various challenges from beginners to experienced riders. 
",0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,121997,121998,121999,25/9/21,-37.44797502,145.4798199,,,1741522-20191009
REC SITES,25/9/21,50322,Keppels Hut,-37.460657,145.851269,MID,,NONE,"From Marysville, head to Lady Talbot Drive and continue driving on two wheel drive road until the Beeches Rainforest Walk after this site the road becomes quite rough and not recommended to travel in winter.  Turning right into Keppels hut track head up",,Keppels Hut was established after the 1939 fires on a grazing lease help by John and Jerry Keppel.  The hut accidently burnt down in 1983 and was rebuilt with the help of local community groups.  The hut was again completely destroyed in Black Saturday f,MARYSVILLE,Keppels Hut,WE,UY,Y,,,,,,BBQ Facilities,Camping Only,Y,"Horse yards, a toilet, picnic table and fireplaces are provided so take a rest or camp overnight and enjoy the picturesque views of Lake Mountain.  
",1,,,,0,,,0,Y,"Built originally by the Keppel brothers in 1885, was burnt and re-established after the 1939 fires on a grazing lease.  The hut accidently burnt down in 1983, rebuilt and destroyed again in the Black Saturday bushfires of 2009.  
",3,,,0,,,0,,,0,,,0,,,0,Y,For those enjoying a days drive and the sites of Lady Talbot Drive it is a quick detour to stop in the historical Keppels Hut.  Pull up a bench seat and enjoy the view and photo opportunity of the nearby mountain range.,2,,,0,,,0,,,0,,,0,,,0,,1,,,1,,,,121829,121830,121831,25/9/21,-37.460657,145.851269,,,1741516-20170626
REC SITES,25/9/21,50330,Keppel Creek Camp,-37.447614,145.75717,BASIC,,NONE,"From Marysville, turn left at the roundabout heading to Buxton.  Continue for around until you reach the Mt Margaret road turn off to the right.  Head up this road then veer to the left up Cerberus road.  The camping area is located just after the Keppel",,,MARYSVILLE,Keppel Creek Camp,W,,Y,,,,,,BBQ Facilities,Camping Only,Y,"Over the Keppel Creek bridge, is the camping area consisting of scattered campsites under the shady trees.  If your looking for a grassy area to pitch a tent close to Marysville then this is perfect.",1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,1,,,,121814,121815,121816,25/9/21,-37.447614,145.75717,,,1603321-20170626
REC SITES,25/9/21,50336,Keppel Creek Picnic Area,-37.448329,145.754743,BASIC,,NONE,"From Marysville, turn left at the roundabout heading to Buxton.  Continue for around until you reach the Mt Margaret road turn off to the right.  Head up this road then veer to the left up Cerberus road.  The picnic area is located just before the Keppel",,,MARYSVILLE,Keppel Creek Picnic Area,,,Y,,,,,,BBQ Facilities,None,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"At Keppel Creek bridge you will find a small picnic area consists of a grassy day area with table and a wood fire bbq pit alongside the Keppel Creek.  
",1,,,0,,,0,,,0,,,0,,,0,,,1,,,,1,,121817,121818,121819,25/9/21,-37.448329,145.754743,,,1603332-20170626
REC SITES,25/9/21,50462,Freemans Camp,-37.162274,145.165299,MID,,NONE,The Tallarook State Forest is located north of Melbourne between the township of Broadford and Seymour.  Access is via Ennis Road off the Hume Highway.  Ennis road turns into Main road.  Continue on this road until Freemans road.  Turn left into Freemans,,"A special place to camp all year round in the Tallarook State forest. The grassy tiered camp offers four separate levels with wood fired BBQ's, picnic tables and toilet facilities.",BROADFORD,Freemans Camp,W,Y,Y,,,,,,BBQ Facilities,Camping Only,Y,Freemans Camp in the Tallarook State Forest is an ideal place to camp on the tiered grassy slope.  Vehicles can be left in the carparking areas and tents carried in and installed around the wood fire BBQ pits.  From here you can explore the Tallarook for,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"In the middle of Tallarook State Forest this site has numerous picnic tables, wood fire pits and toilet facilities.  A nice grassy spot to sit back and enjoy a picnic with friends and family.",2,,,0,,,0,,,0,,,0,,,0,,1,,,1,,,,121784,121785,121786,25/9/21,-37.162274,145.165299,,,1603296-20210216
REC SITES,25/9/21,50486,Strath Creek Falls,-37.305626,145.189129,MID,,NONE,From Melbourne take the Hume Freeway to Broadford/Flowerdale road. Proceed along this road until Murchison Spur Road is reached on the right. Head 9km on the scenic dirt road before turning left into the Strath Falls road. There is a carpark and picnic,,,BROADFORD,Strath Creek Falls,,,Y,,,,,,None Allowed,None,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"Offering a quiet picnic spot at the top of the Strath Creek Falls trail, this area has ample carparking and is set amongst the wildflowers overlooking the grand valley of Strath Creek.",1,,,0,,,0,,,0,,,0,,,0,1,,,,,,,,121946,121947,,25/9/21,-37.305626,145.189129,,,1603308-20170823
REC SITES,25/9/21,50537,Dabyminga Trailbike Visitor Area,-37.318572,145.1433,MID,,NONE,"From Melbourne, take the Hume Highway to the Broadford exit; turn right here along Spur road to Main Mountain road.  The trail bike visitor area can be found approximately 2.5km in Mt Disappointment State Forest.  
",,,BROADFORD,Dabyminga Trailbike Visitor Area,V,UeY,Y,,,,,,None Allowed,None,,,0,,,,0,TRAIL BIKE VISITOR AREA,"This visitor area is designed to accommodate the multitude of trailbike riders that like to tackle the Mt Disappointment forest tracks.  Here you can easily park your vehicle and trailer to unload your bike.   If it is raining, there is a shelter to keep",0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,1,,,,,,,121763,121764,121765,25/9/21,-37.318572,145.1433,,,1603307-20170706
REC SITES,25/9/21,50696,Steavenson Falls,-37.529625,145.772103,HIGH,,FULL,"From Marysville follow the signs to the Steavenson Falls along Falls Creek road.  Park your car in the Steavenson Falls Carpark.  Please note there is a small coin fee for parking at this site.  
",3,"Opened to tourists in 1866, the falls drop 84m in three cascades into a picturesque treefern lined gully. A magnificent site both day and night, after dusk the falls are floodlit until 11pm with power from a hydro-electric turbine within the scenic reser",MARYSVILLE,Steavenson Falls,,YD,Y,,,,,,None Allowed,None,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"Surrounded by the green folds of the Great Dividing Range, Marysville and the majestic Steavenson Falls offer mountain vistas, fern walks and spectacular waterfalls.

The falls site is equipped for tourists with toilet facilities, interpretation signag",2,,,0,,,0,,,0,,,0,,,0,,,,,,,,,121937,121938,121939,25/9/21,-37.529625,145.772103,,,1603303-20180305
REC SITES,25/9/21,50726,Keppel Lookout,-37.535869,145.753414,MID,,PARTIAL,"From Marysville's main street, turn south at the roundabout up Lyell street and continue onto Paradise Plains road, past the town reservoir (1.4km).  At the top of the climb, turn left into Keppel Lookout road (4.7km) and continue until you reach the car",,"One of the most spectacular views along the Cathedral Range and down the Acheron valley, the lookout can be accessed via the 11km Keppel Lookout Trail or for those less energetic there is vehicle access to the carpark before a short walk to viewing platf",MARYSVILLE,Keppel Lookout,,D,Y,,,,,,None Allowed,None,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"A great place to stop, grab a snack and take in the amazing views, Keppel Lookout site has a picnic table where you can sit down and rest before continuing on the Keppel Lookout trail back to Marysville.
",2,,,0,,,0,,,0,,,0,,,0,,1,,,,,,,121820,121821,121822,25/9/21,-37.535869,145.753414,,,1603298-20170626
REC SITES,25/9/21,10567,Stantons Place,-37.616152,147.697686,BASIC,,NONE,"Heading east on the Great Alpine road, turn left onto Deptford Rd. Stantons Place is accessed via Farm Track off Deptford Rd.",,A shady picnic area next to the Nicholson River. There is a fire place and picnic table and room for a couple of tents.,BAIRNSDALE MAIN ST,Stantons Place,U,,Y,,,,,,Fishing and BBQ,None,,,0,,,,0,,,0,,,0,Y,,4,,,0,,,0,,,0,,,0,Y,,3,,,0,,,0,,,0,,,0,,,0,,1,,,,,1,,121229,121230,,25/9/21,-37.616152,147.697686,,,1603322-20210830
REC SITES,25/9/21,10906,Sandy Point,-37.588986,148.349198,BASIC,,NONE,"From Orbost take the BuchanOrbost Road for approximately 20km before turning into the Sandy Point Track, proceed down the track until you reach the Mighty Snowy.",,This is a beautiful section of the Snowy River to roll out a swag on the grassy flat and is ideal for launching a kayak adventure south down the river.,ORBOST NORTH DEPOT,Sandy Point,WUP,,Y,,,,,,Fishing and BBQ,Camping Only,Y,"A tidy campground with limited infrastructure, ideal for small groups or families",1,,,,0,,,0,,,0,Y,For those anglers seeking an adventure paddle upstream and find yourself a Snowy River bass,3,,,0,,,0,,,0,Y,A great site with easy access to the Snowy River a great base to launch a kayak adventure,4,Y,What better way to spend a day than enjoying a drive through the bush followed by a picnic lunch on the banks of the Snowy River,2,,,0,,,0,,,0,,,0,,,0,,1,,,1,,,,121064,121065,121066,25/9/21,-37.588986,148.349198,,,1876105-20210611
REC SITES,25/9/21,10991,Red Gum Reserve,-37.855306,147.075589,BASIC,,NONE,The Briagolong Red Gum Reserve is located just North of the township of Briagolong on the East side of the Briagolong Road. A picnic area with information shelter is located on the North side of OConnor Road which cuts through the centre of the reserve.,,The Briagolong Red Gum Reserve displays plains grassy woodland in the traditional home of the Braiakaulung people. From the 1870s the area was part of a timber reserve which supplied a resource for products such as road pavers or railway sleepers. The 27,BRIAGOLONG,Red Gum Reserve,,U,Y,,,,,,None Allowed,None,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,The picnic area is located in the centre of the reserve and is a great spot to stop for information or to start your walk.,1,,,0,,,0,,,0,,,0,,,0,,1,,,,,,,120914,120915,120916,25/9/21,-37.855306,147.075589,,,1883492-20210302
REC SITES,25/9/21,11039,Blacks Camp,-37.667042,147.657325,BASIC,,NONE,"The site is on Blacks Camp Track, off Deptford Rd. Approx 30 mins drive from Bairnsdale.",,"This is a picnic area next to a bridge over Clifton Creek. Part of the popular trail bike route, the site can be used for informal camping.",BAIRNSDALE MAIN ST,Blacks Camp,WC,,Y,,,,,,BBQ Facilities,Camping and Campervan,Y,,1,Y,,SMALL CARAVAN,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,,2,,,0,,,0,,,0,,,0,,,0,,1,,,1,,,,121124,,,25/9/21,-37.667042,147.657325,,,1883494-20200616
REC SITES,25/9/21,12431,Dingo Hill Lookout,-37.220398,148.281482,BASIC,,NONE,Dingo Hill is at the end of Dingo Hill Track off the Tulloch Ard Rd. Tulloch Ard Road intersects with the Gelantipy Road approx. 5km south of Gelantipy township,,,NOWA NOWA,Dingo Hill Lookout,,,Y,,,,,,None Allowed,None,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"Dingo Hill Lookout is a pleasant spot for a picnic. Whilst there are no formal picnic facilities, from the carpark a short walk to the top of Dingo Hill is worth the effort with large granite outcrops and boulders providing views over the Gelantipy area.",1,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,25/9/21,-37.220398,148.281482,,,1981494-20200810
REC SITES,25/9/21,12475,Bruthen Walks Trailhead,-37.692853,147.836106,BASIC,,PARTIAL,"Located only 2 minutes drive from Bruthen (or 20 minutes by foot), head north on the Great Alpine Road (B500) towards Omeo and follow for 1.6km. Turn left onto McLeans Road and follow the signs to the Bruthen Walking Trails carpark (2WD friendly, multipl",,"The Bruthen Walks Trailhead provides access to a network of five unique forest walks, ranging from an easy 600m all-abilities loop, to a more difficult 5.3km hike. The trailhead also boasts picnic facilities and interpretive signage to make your visit mo",BAIRNSDALE MAIN ST,Bruthen Walks Trailhead,,,Y,,,,,,None Allowed,None,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"A small picnic area is located at the trailhead, and includes a wheelchair-friendly picnic table, bench seating and trail information signs.",2,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,25/9/21,-37.692853,147.836106,,,2449209-20201202
REC SITES,25/9/21,20006,Forrest Trailhead,-38.522875,143.713181,HIGH,,PARTIAL,Located at the south end of the Forrest township on Forrest-Birregurra Road.,,"The Forrest Trailhead caters to mountain bike riders accessing the southern part of the Forrest MTB trail network, providing car parking, picnic shelter, picnic tables and a toilet. Further information on mountain biking in Forrest can also be found on t",BARWON DOWNS,Forrest Trailhead,,eY,Y,,,,,,None Allowed,None,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"Forrest trailhead offers a large picnic shelter with picnic tables, toilet, bicycle racks and large car parking area. Small mounds at the site offer a space to warm up or play.",1,,,0,,,0,,,0,,,0,,,0,,1,,,,,,,120569,120570,120571,25/9/21,-38.522875,143.713181,,,1152154-20210310
REC SITES,25/9/21,20025,Stevensons Falls Campground,-38.563933,143.655763,BASIC,,PARTIAL,"Head south from Forrest on Forrest Apollo Bay road.  Turn right at Upper Gellibrand Road and travel for 4.5 km to the camp ground.  Well surfaced road, suitable for campervans and caravans.",,"A pleasant and spacious valley camp by the Gellibrand River, this site offers 20 designated camping areas including BBQs, picnic tables and toilets. Kangaroos and wrens are common visitors to the site which is surrounded by steep forested mountain ash an",BARWON DOWNS,Stevensons Falls Campground,WC,Y,Y,,,,,,BBQ Facilities,Camping and Campervan,Y,,3,Y,Enough space for most campervans/ trailers in designated camp sites.,CAMPER TRAILER,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,1,,,1,,,,120605,120606,120607,25/9/21,-38.563933,143.655763,,,1152156-20201021
REC SITES,25/9/21,20039,Stevensons Falls Picnic Area,-38.571645,143.658645,BASIC,,PARTIAL,"Head south from Forrest on Forrest Apollo Bay road.  Turn right at Upper Gellibrand Road and travel for 4.5 km to the camp ground.  Just inside the campground, take a left turn over the bridge and continue on for a short distance to the picnic area. 

",,This is a serene and shady little spot to picnic next to the Gellibrand River. Listen to the river gently bubble past at the picnic area or take the short walk to the falls. Toilets are available at the nearby camping site. The picnic area provides picni,BARWON DOWNS,Stevensons Falls Picnic Area,,,Y,,,,,,None Allowed,None,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"The picnic area provides picnic tables and car parking, with toilets at the nearby camp site.",2,,,0,,,0,,,0,,,0,,,0,,1,,,,,,,120608,120609,120610,25/9/21,-38.571645,143.658645,,,1152157-20201021
REC SITES,25/9/21,20063,Paddys Swamp Trail Bike Visitor Area,-38.363061,143.984542,MID,,NONE,From Winchelsea travel south on Winchelsea-Deans Marsh Road.  Turn left onto Coalmine Road then right onto Paddys Swamp Road (signpost to trail bike visitor area).  Travel 2.7kms and find the trailbike visitor area on your right.,,"Paddys Swamp is a handy staging area for trail bike riders with a covered picnic shelter, picnic tables, toilets and access to tracks.",BARWON DOWNS,Paddys Swamp Trail Bike Visitor Area,V,UeY,Y,,,,,,None Allowed,None,,,0,,,,0,TRAIL BIKE VISITOR AREA,Staging area for trail bike riders.,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"Covered picnic shelter, picnic tables and toilet.",2,,,0,,,0,,,0,,,0,,,0,,1,,,,,,,120596,120597,120598,25/9/21,-38.363061,143.984542,,,1152155-20210611
REC SITES,25/9/21,20367,Cobaw Visitor Area,-37.249283,144.618938,BASIC,,NONE,"The Cobaw State Forest is located 84 km North West of Melbourne via the towns of Lancefield and Benloch.  The Visitor area is located south of Benloch on Ridge Rd, an all weather two wheel drive road.",,"This site is located in the Cobaw State Forest north west of Lancefield.  Popular for trail bike riding, four wheel driving, mountain bike riding, hunting and walking this site provides a convenient location to meet and head off from to explore the Fores",MACEDON OFFICE/DEPOT (PV),Cobaw Visitor Area,V,,Y,,,,,,BBQ Facilities,None,,,0,,,,0,TRAIL BIKE VISITOR AREA,The Cobaw Trail Bike Visitor Area is central to a large network of forest roads and tracks suitable for trail bike riding and provides convenient facilities for parking and unloading trail bikes.,0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"Catering primarily to trail bike riders, this site also provides picnicking opportunities with basic picnic facilities.",2,,,0,,,0,,,0,,,0,,,0,,1,,,1,,,,121289,121290,121291,25/9/21,-37.249283,144.618938,,,1175371-20200501
REC SITES,25/9/21,20370,Ross Creek Trail Bike Visitor Area,-37.686672,143.728835,MID,,PARTIAL,"Head west out of Ross Creek township for 1.5km, then turn left down State Forest Road for 5.5km to Incolls Road where you turn right. The site is 0.1km along on your left hand side.",,"This site provides parking and unloading facilities for trail bike riders as well as facilities for picnicking under mixed species eucalypt forest of Messmate, Stringybarks and Peppermints.",BALLARAT DEPOT (SEBASTOPOL),Ross Creek Trail Bike Visitor Area,V,UY,Y,,,,,,None Allowed,None,,,0,,,,0,TRAIL BIKE VISITOR AREA,"The Ross Creek Trail Bike Visitor Area is central to a large network of forest roads and tracks suitable for trail bike riding. The site provides convenient facilities for parking and unloading trail bikes, with a toilet and information board on site.",0,,,0,,,0,,,0,,,0,,,0,,,0,Y,"Catering primarily to trail bike riders riding, this site also provides picnicking opportunities with picnic table and toilet facilities.",2,,,0,,,0,,,0,,,0,,,0,,1,,,,,,,121349,121350,121351,25/9/21,-37.686672,143.728835,,,1175379-20210805
